source,T_MeV,sigma_GeV3,free_energy,residual_norm
bk_s_curve,91.49816250185819,-0.016623977616018006,-0.003202764269152944,2.8958779818566427e-12
bk_s_curve,91.3664798463163,-0.01663526366463344,-0.0032188484968182136,1.822986206434507e-12
bk_s_curve,91.23541381884559,-0.016646429365388914,-0.003234857846184216,3.5020875088775938e-12
bk_s_curve,91.10495996421157,-0.016657476205280256,-0.003250791977917378,1.8903489884536384e-12
bk_s_curve,90.97511386689449,-0.016668405649730114,-0.0032666505647913663,1.0107747971943581e-12
bk_s_curve,90.8458711507398,-0.016679219142949623,-0.0032824332915569496,2.2154222900638842e-12
bk_s_curve,90.71722747861138,-0.01668991810829351,-0.0032981398548110946,3.31060179270537e-12
bk_s_curve,90.58917855204147,-0.016700503948606348,-0.003313769962866103,3.0775659798365496e-12
bk_s_curve,90.46172011088707,-0.01671097804656454,-0.0033293233356211155,2.0798640587571526e-12
bk_s_curve,90.33484793298548,-0.016721341765012138,-0.0033447997044318287,2.799510623319179e-12
bk_s_curve,90.20855783380853,-0.016731596447287528,-0.0033601988119812266,1.3311018953743314e-12
bk_s_curve,90.08284566612677,-0.016741743417549467,-0.003375520412153495,5.4767024249002816e-12
bk_s_curve,89.95770731966431,-0.016751783981091024,-0.0033907642699030622,1.8300638782164924e-12
bk_s_curve,89.8331387207645,-0.016761719424652533,-0.003405930161129393,1.1805834088107758e-12
bk_s_curve,89.70913583205254,-0.016771551016726394,-0.0034210178725490215,3.1982749781889197e-12
bk_s_curve,89.58569465210289,-0.016781280007857804,-0.003436027201569573,2.855327085882209e-12
bk_s_curve,89.46281121510339,-0.016790907630937175,-0.0034509579561630907,4.798050845522539e-12
bk_s_curve,89.34048159052969,-0.016800435101492005,-0.0034658099547415487,8.307798893270046e-13
bk_s_curve,89.2187018828124,-0.01680986361796799,-0.0034805830260309146,2.229133544418005e-12
bk_s_curve,89.09746823101395,-0.016819194362009505,-0.003495277008947443,6.566136523389332e-13
bk_s_curve,88.97677680850246,-0.016828428498732333,-0.003509891752473427,8.432143872028064e-13
bk_s_curve,88.85662382263041,-0.016837567176992477,-0.00352442711553354,1.1071144001562061e-12
bk_s_curve,88.73700551441392,-0.01684661152964989,-0.0035388829668727196,4.290651167693227e-12
bk_s_curve,88.61791815821599,-0.016855562673827717,-0.003553259184933255,3.5119684937967577e-12
bk_s_curve,88.49935806142899,-0.01686442171116582,-0.0035675556577331765,1.7165435739485702e-12
bk_s_curve,88.38132156416204,-0.016873189728071225,-0.0035817722827444763,2.2413459976888817e-12
bk_s_curve,88.2638050342355,-0.01688186779314353,-0.0035959089676876415,3.188891373184788e-10
bk_s_curve,88.14680488569935,-0.016890456968725244,-0.0036099656267423517,3.1605829065028956e-10
bk_s_curve,88.03031755022464,-0.016898958294124813,-0.0036239421859514446,3.1273894585126527e-10
bk_s_curve,87.91433949567214,-0.01690737279723127,-0.003637838579400402,3.102509360530803e-10
bk_s_curve,87.79886722114236,-0.01691570149186109,-0.0036516547500394917,3.0705349374215984e-10
bk_s_curve,87.68389725655085,-0.016923945378055718,-0.003665390649551734,3.0494229363853265e-10
bk_s_curve,87.569426162487,-0.016932105442179175,-0.0036790462382458966,3.0155478114579637e-10
bk_s_curve,87.45545052973196,-0.016940182657255505,-0.003692621484932813,2.9868396644872064e-10
bk_s_curve,87.34196697914659,-0.016948177983145706,-0.003706116366815705,2.9624658282045857e-10
bk_s_curve,87.22897216126292,-0.01695609236664522,-0.003719530869369467,2.935793830260991e-10
bk_s_curve,87.11646275603928,-0.01696392674190508,-0.0037328649862306378,2.902511564428778e-10
