T_MeV,stable_sigma_GeV3,stable_free_energy,candidate_count,sigma_branch1_GeV3,free_energy_branch1,sigma_branch2_GeV3,free_energy_branch2,sigma_branch3_GeV3,free_energy_branch3,sigma_branch4_GeV3,free_energy_branch4,sigma_branch5_GeV3,free_energy_branch5,sigma_branch6_GeV3,free_energy_branch6,sigma_branch7_GeV3,free_energy_branch7,sigma_branch8_GeV3,free_energy_branch8,sigma_branch9_GeV3,free_energy_branch9
40.0,0.0970752481473127,-0.11332557173685143,3.0,-0.01788710109698542,-0.005188140960232937,-0.017887101096985714,-0.005188140960233125,-0.017887101096985603,-0.00518814096023302,-3.972996658186985e-285,0.0,0.0,0.0,1.8680901532273872e-289,0.0,-0.017887101096985287,-0.005188140960232831,0.0970752481473127,-0.11332557173685143,0.097075248147313,-0.1133255717368512
41.0,0.09706949099620854,-0.11333153978504902,3.0,-0.017885345555427746,-0.005189570485616122,-0.017885345555427867,-0.005189570485616231,-0.017885345555428003,-0.005189570485616291,-6.9538212511047235e-298,0.0,0.0,0.0,-2.011632728204455e-301,0.0,-0.017885345555428037,-0.005189570485616326,0.09706949099620854,-0.11333153978504902,0.09706949099620794,-0.11333153978504826
42.0,0.09706329182217031,-0.11333796326233277,3.0,-0.01788345156765788,-0.005191111158489746,-0.017883451567658085,-0.005191111158489817,-0.017883451567657912,-0.005191111158489968,-6.6048652302e-313,0.0,0.0,0.0,1.04813535e-315,0.0,-0.017883451567657815,-0.005191111158489654,0.09706329182216988,-0.11333796326233095,0.09706329182217031,-0.11333796326233277
42.99999999999999,0.0970566278632207,-0.11334486476655316,3.0,-0.017881411289673434,-0.005192768945476899,-0.017881411289673438,-0.005192768945476924,-0.017881411289673334,-0.0051927689454766435,1.083602605e-315,0.0,0.0,0.0,-2.4468742e-316,0.0,-0.017881411289673188,-0.0051927689454766566,0.09705662786322157,-0.11334486476655264,0.0970566278632207,-0.11334486476655316
44.0,0.09704947565322203,-0.11335226702058003,3.0,-0.01787921650452141,-0.00519455000332217,-0.017879216504521202,-0.005194550003322137,-0.01787921650452141,-0.00519455000332218,2.90676882e-316,0.0,0.0,0.0,6.2990512e-316,0.0,-0.017879216504521206,-0.005194550003322114,0.09704947565322214,-0.11335226702057954,0.09704947565322203,-0.11335226702058003
45.0,0.0970418109967281,-0.11336019230163087,3.0,-0.017876858582522668,-0.005196460644374269,-0.017876858582522522,-0.005196460644373931,-0.017876858582522904,-0.00519646064437426,-7.282932e-316,0.0,0.0,0.0,-1.629809973e-315,0.0,-0.01787685858252274,-0.0051964606443740775,0.09704181099672768,-0.11336019230162667,0.0970418109967281,-0.11336019230163087
46.0,0.0970336089397917,-0.11336866129921076,3.0,-0.017874328426673053,-0.005198507255796007,-0.01787432842667334,-0.005198507255796286,-0.017874328426672925,-0.005198507255795977,-1.66599867e-315,0.0,0.0,0.0,6.73347696e-316,0.0,-0.017874328426673015,-0.005198507255795993,0.0970336089397917,-0.11336866129921076,0.09703360893979207,-0.11336866129921025
47.0,0.09702484373405776,-0.11337769093360878,3.0,-0.0178716163941912,-0.005200696133370845,-0.017871616394191395,-0.0052006961333711,-0.017871616394191003,-0.0052006961333706464,5.0188433e-316,0.0,0.0,0.0,-1.73263617e-315,0.0,-0.01787161639419081,-0.0052006961333705285,0.09702484373405776,-0.11337769093360878,0.09702484373405688,-0.11337769093360357
48.0,0.09701548879290285,-0.11338729038628549,3.0,-0.01786871218027901,-0.005203033166659832,-0.017868712180278846,-0.00520303316665957,-0.017868712180278863,-0.005203033166659576,-1.288138293e-315,0.0,0.0,0.0,4.1977063e-316,0.0,-0.017868712180278922,-0.0052030331666597296,0.09701548879290285,-0.11338729038628549,0.09701548879290246,-0.11338729038628545
49.0,0.09700551663496357,-0.11339745421109136,3.0,-0.017865604643841633,-0.005205523280067495,-0.017865604643841536,-0.005205523280067421,-0.017865604643841695,-0.005205523280067482,-9.7483103e-316,0.0,0.0,0.0,-1.07320782e-315,0.0,-0.017865604643841574,-0.005205523280067379,0.09700551663496357,-0.11339745421109136,0.09700551663496436,-0.1133974542110906
50.0,0.09699489881218637,-0.11340815095320661,3.0,-0.017862281547820682,-0.0052081694961855956,-0.01786228154782046,-0.005208169496185419,-0.017862281547820484,-0.005208169496185146,-2.053338603e-315,0.0,0.0,0.0,-1.803363584e-315,0.0,-0.017862281547820755,-0.005208169496185528,0.09699489881218604,-0.11340815095320574,0.09699489881218637,-0.11340815095320661
50.99999999999999,0.09698360581663867,-0.1134193052572497,3.0,-0.017858729180354988,-0.005210971449726109,-0.017858729180354617,-0.005210971449725741,-0.017858729180354964,-0.005210971449726169,4.43732614e-316,0.0,0.0,0.0,-1.9622446e-316,0.0,-0.017858729180355023,-0.005210971449725933,0.09698360581663867,-0.1134193052572497,0.09698360581663737,-0.11341930525724597
52.0,0.09697160696166188,-0.11343077113907535,3.0,-0.017854931819517597,-0.00521392315324045,-0.017854931819517795,-0.0052139231532407114,-0.017854931819517618,-0.0052139231532405345,-1.11881038e-315,0.0,0.0,0.0,4.8465436e-316,0.0,-0.01785493181951752,-0.0052139231532405544,0.09697160696166054,-0.11343077113907439,0.09697160696166188,-0.11343077113907535
53.0,0.09695887023309226,-0.11344229409298925,3.0,-0.017850871006812787,-0.005217009814497613,-0.017850871006812683,-0.005217009814497214,-0.017850871006812763,-0.005217009814497569,-2.563892696e-315,0.0,0.0,0.0,-1.222462897e-315,0.0,-0.01785087100681261,-0.005217009814497392,0.09695887023309226,-0.11344229409298925,0.09695887023309141,-0.11344229409298845
54.0,0.09694536210873908,-0.11345346020031896,3.0,-0.01784652460586227,-0.0052202035460224335,-0.017846524605862092,-0.005220203546022187,-0.0178465246058621,-0.005220203546022243,8.0430313e-316,0.0,0.0,0.0,-2.58861786e-315,0.0,-0.017846524605861856,-0.005220203546021928,0.09694536210873819,-0.1134534602003184,0.09694536210873908,-0.11345346020031896
55.0,0.09693104734775351,-0.11346363153885415,3.0,-0.017841865644497346,-0.005223457902454417,-0.017841865644497218,-0.00522345790245418,-0.017841865644497478,-0.005223457902454581,-2.049093057e-315,0.0,0.0,0.0,5.5011388e-316,0.0,-0.0178418656444978,-0.005223457902454851,0.09693104734775418,-0.11346363153885299,0.09693104734775351,-0.11346363153885415
56.0,0.09691588875636269,-0.11347186899753514,3.0,-0.01783686097021209,-0.005226701334176802,-0.01783686097021203,-0.005226701334176857,-0.01783686097021244,-0.005226701334177218,-1.16833519e-315,0.0,0.0,0.0,-1.394000573e-315,0.0,-0.017836860970212115,-0.005226701334176886,0.09691588875636269,-0.11347186899753514,0.09691588875636334,-0.11347186899753342
57.0,0.09689984694163402,-0.11347684594101437,3.0,-0.01783146978709434,-0.005229829845188988,-0.01783146978709448,-0.005229829845189253,-0.017831469787094732,-0.005229829845189507,2.982957354e-315,0.0,0.0,0.0,-3.182270017e-315,0.0,-0.017831469787094538,-0.005229829845189152,0.09689984694163441,-0.11347684594101345,0.09689984694163402,-0.11347684594101437
58.0,0.09688288006976492,-0.11347675872502375,3.0,-0.017825642180330243,-0.0052326993626786835,-0.017825642180330326,-0.005232699362679025,-0.01782564218033023,-0.005232699362678517,-5.0921298e-316,0.0,0.0,0.0,9.5992322e-316,0.0,-0.01782564218033036,-0.005232699362678863,0.09688288006976573,-0.11347675872502282,0.09688288006976492,-0.11347675872502375
58.99999999999999,0.09686494364859011,-0.11346924237233363,3.0,-0.017819317763865146,-0.00523511852603821,-0.017819317763865184,-0.0052351185260379384,-0.017819317763865004,-0.005235118526037867,1.27422829e-315,0.0,0.0,0.0,-2.41569076e-315,0.0,-0.01781931776386501,-0.005235118526038172,0.09686494364858932,-0.11346924237233112,0.09686494364859011,-0.11346924237233363
60.0,0.09684599035468429,-0.11345130126865897,3.0,-0.017812424599791186,-0.005236842740298154,-0.017812424599791307,-0.005236842740298244,-0.017812424599791193,-0.00523684274029803,-3.1881862e-315,0.0,0.0,0.0,-1.7515646e-315,0.0,-0.017812424599791245,-0.005236842740298137,0.09684599035468429,-0.11345130126865897,0.09684599035468376,-0.11345130126865564
61.0,0.09682596992325038,-0.11341926509091667,3.0,-0.017804878529060222,-0.005237570375062797,-0.017804878529059806,-0.005237570375062447,-0.017804878529059834,-0.0052375703750624485,-2.2184821e-316,0.0,0.0,0.0,-3.79860114e-315,0.0,-0.017804878529060257,-0.005237570375063044,0.09682596992325038,-0.11341926509091667,0.09682596992325042,-0.11341926509091657
62.0,0.09680482911388245,-0.11336877909311784,3.0,-0.017796583021335233,-0.005236941903043109,-0.017796583021335736,-0.005236941903043641,-0.017796583021335563,-0.005236941903043425,5.5117647e-316,0.0,0.0,0.0,9.4334966e-316,0.0,-0.01779658302133528,-0.005236941903043028,0.09680482911388245,-0.11336877909311784,0.0968048291138811,-0.11336877909311512
63.0,0.09678251175832334,-0.11329483537298987,3.0,-0.017787429601343736,-0.005234542562727331,-0.017787429601344135,-0.005234542562727806,-0.017787429601343677,-0.005234542562727128,-1.344882167e-315,0.0,0.0,0.0,-2.394080595e-315,0.0,-0.017787429601344343,-0.005234542562727664,0.09678251175832334,-0.11329483537298987,0.0967825117583252,-0.11329483537298844
64.0,0.09675895888842137,-0.11319184812378986,3.0,-0.017777298848366964,-0.005229908821763827,-0.017777298848367293,-0.005229908821763913,-0.01777729884836689,-0.005229908821763263,3.35644081e-315,0.0,0.0,0.0,-3.474933176e-315,0.0,-0.017777298848366662,-0.005229908821763244,0.09675895888842137,-0.11319184812378986,0.09675895888842208,-0.11319184812378537
65.0,0.09673410893507131,-0.11305377165372581,3.0,-0.017766061905092813,-0.005222538554206479,-0.017766061905092792,-0.005222538554206349,-0.01776606190509262,-0.005222538554206146,1.557064617e-315,0.0,0.0,0.0,-1.21238705e-315,0.0,-0.017766061905092476,-0.005222538554205894,0.09673410893507166,-0.11305377165372513,0.09673410893507131,-0.11305377165372581
66.0,0.09670789798312576,-0.11287425574588342,3.0,-0.01775358238195437,-0.005211904478492602,-0.017753582381954323,-0.0052119044784928415,-0.017753582381954666,-0.005211904478493052,-3.931885416e-315,0.0,0.0,0.0,3.078369894e-315,0.0,-0.017753582381954812,-0.005211904478493189,0.0967078979831253,-0.11287425574587845,0.09670789798312576,-0.11287425574588342
67.0,0.09668026006359196,-0.11264682932742284,3.0,-0.017739718510615773,-0.005197470085462469,-0.01773971851061554,-0.005197470085462393,-0.017739718510615433,-0.005197470085462189,-1.053171487e-315,0.0,0.0,0.0,3.14951792e-315,0.0,-0.017739718510615916,-0.00519747008546285,0.09668026006359196,-0.11264682932742284,0.09668026006359112,-0.11264682932742093
68.0,0.09665112746331507,-0.11236510087904514,3.0,-0.017724325388602205,-0.005178707057882417,-0.01772432538860206,-0.005178707057882454,-0.017724325388602247,-0.005178707057882521,2.61452753e-315,0.0,0.0,0.0,3.53455289e-315,0.0,-0.017724325388602327,-0.00517870705788287,0.09665112746331475,-0.11236510087904318,0.09665112746331507,-0.11236510087904514
69.0,0.09662043103342695,-0.11202296280226669,3.0,-0.017707257165274534,-0.005155113068912021,-0.01770725716527456,-0.005155113068912048,-0.017707257165274496,-0.005155113068911956,5.380694894e-315,0.0,0.0,0.0,2.993183807e-315,0.0,-0.01770725716527423,-0.005155113068911864,0.09662043103342852,-0.11202296280226189,0.09662043103342695,-0.11202296280226669
70.0,0.0965881004805824,-0.1116147871116231,3.0,-0.01768836904308673,-0.0051262288517286364,-0.017688369043087265,-0.005126228851729233,-0.017688369043087133,-0.005126228851729148,-1.0666527e-315,0.0,0.0,0.0,4.91597157e-315,0.0,-0.017688369043086988,-0.005126228851728839,0.09658810048058042,-0.11161478711162125,0.0965881004805824,-0.1116147871116231
70.99999999999999,0.09655406462871878,-0.11113560117260089,3.0,-0.01766751900141066,-0.005091653544003474,-0.017667519001410007,-0.005091653544002915,-0.01766751900141052,-0.00509165354400369,2.701732827e-315,0.0,0.0,0.0,6.18220464e-316,0.0,-0.01766751900141007,-0.005091653544002895,0.09655406462872013,-0.11113560117259595,0.09655406462871878,-0.11113560117260089
72.0,0.09651825164329664,-0.11058123446819286,3.0,-0.01764456918684502,-0.005051057504195732,-0.017644569186844823,-0.005051057504195451,-0.017644569186844553,-0.005051057504195412,6.77431906e-315,0.0,0.0,0.0,-1.56503055e-315,0.0,-0.017644569186844677,-0.005051057504195231,0.09651825164329664,-0.11058123446819286,0.0965182516432981,-0.11058123446819201
73.0,0.09648058921372972,-0.10994843018064905,3.0,-0.017619386948662025,-0.0050041920402351505,-0.017619386948662056,-0.0050041920402354965,-0.017619386948662347,-0.005004192040235888,-2.90654048e-315,0.0,0.0,0.0,3.92164018e-315,0.0,-0.017619386948662073,-0.005004192040235476,0.09648058921372872,-0.10994843018064722,0.09648058921372972,-0.10994843018064905
74.0,0.09644100469321285,-0.10923491835087788,3.0,-0.017591845527106083,-0.004950895752530583,-0.017591845527106294,-0.00495089575253035,-0.017591845527106104,-0.004950895752530103,7.268237655e-315,0.0,0.0,0.0,4.855064017e-315,0.0,-0.01759184552710605,-0.0049508957525302745,0.09644100469321198,-0.10923491835087605,0.09644100469321285,-0.10923491835087788
75.0,0.09639942519768246,-0.10843945020528141,3.0,-0.017561824423941986,-0.0048910974438147025,-0.017561824423941955,-0.0048910974438147676,-0.017561824423942003,-0.004891097443814933,-2.836614576e-315,0.0,0.0,0.0,3.1448986e-315,0.0,-0.01756182442394191,-0.004891097443814941,0.09639942519768153,-0.1084394502052802,0.09639942519768246,-0.10843945020528141
76.0,0.0963557776674757,-0.10756179567687997,3.0,-0.017529209498469513,-0.004824815766135771,-0.017529209498469832,-0.004824815766135996,-0.01752920949846934,-0.004824815766135361,7.0770989e-315,0.0,0.0,0.0,-7.8491322e-315,0.0,-0.01752920949846972,-0.00482481576613586,0.09635577766747458,-0.10756179567687671,0.0963557776674757,-0.10756179567687997
77.0,0.09630998889632843,-0.10660270804687073,3.0,-0.01749389283898318,-0.004752155946395857,-0.017493892838983095,-0.004752155946395695,-0.01749389283898308,-0.004752155946395802,-1.129027757e-315,0.0,0.0,0.0,3.07772342e-315,0.0,-0.017493892838983227,-0.004752155946395993,0.09630998889632697,-0.10660270804686482,0.09630998889632843,-0.10660270804687073
78.0,0.09626198553281343,-0.10556386093292615,3.0,-0.01745577246076423,-0.0046733040503537234,-0.01745577246076384,-0.004673304050353251,-0.01745577246076436,-0.00467330405035372,2.830307675e-315,0.0,0.0,0.0,-7.631213876e-315,0.0,-0.01745577246076445,-0.0046733040503539516,0.09626198553281343,-0.10556386093292615,0.09626198553281164,-0.10556386093292147
79.0,0.09621169405929245,-0.10444776356471316,3.0,-0.017414751878692222,-0.004588519311342928,-0.0174147518786927,-0.004588519311343451,-0.017414751878692767,-0.004588519311343228,-7.1361238e-315,0.0,0.0,0.0,1.183524136e-315,0.0,-0.01741475187869233,-0.004588519311342952,0.09621169405929078,-0.1044477635647125,0.09621169405929245,-0.10444776356471316
80.0,0.0961590407531388,-0.10325766048197697,3.0,-0.017370739596990915,-0.004498125069709313,-0.017370739596991574,-0.004498125069709583,-0.017370739596991164,-0.004498125069709195,-6.62405264e-316,0.0,0.0,0.0,-2.918957963e-315,0.0,-0.01737073959699133,-0.004498125069709472,0.09615904075313886,-0.10325766048197448,0.0961590407531388,-0.10325766048197697
81.0,0.0961039516344188,-0.10199742156227394,3.0,-0.017323648551769606,-0.004402498850550422,-0.017323648551769256,-0.004402498850549936,-0.01732364855176913,-0.004402498850549537,1.555878825e-315,0.0,0.0,0.0,7.21621833e-315,0.0,-0.017323648551768996,-0.004402498850549738,0.09610395163441805,-0.1019974215622706,0.0961039516344188,-0.10199742156227394
82.0,0.09604635240358352,-0.10067142774664964,3.0,-0.017273395534849557,-0.004302062060554403,-0.017273395534849967,-0.00430206206055478,-0.017273395534849835,-0.004302062060554413,-3.793892684e-315,0.0,0.0,0.0,2.08238268e-315,0.0,-0.01727339553484978,-0.0043020620605543,0.09604635240358352,-0.10067142774664964,0.09604635240358136,-0.1006714277466463
83.0,0.09598616837211008,-0.09928445709037674,3.0,-0.017219900620534044,-0.0041972697193330185,-0.017219900620534006,-0.004197269719333227,-0.01721990062053378,-0.004197269719333032,9.426631857e-315,0.0,0.0,0.0,-5.169321783e-315,0.0,-0.017219900620533753,-0.004197269719332771,0.09598616837211008,-0.09928445709037674,0.09598616837211037,-0.0992844570903761
84.0,0.09592332438833714,-0.09784157492018553,3.0,-0.017163086610869748,-0.004088600565390959,-0.017163086610869852,-0.004088600565390867,-0.01716308661086971,-0.004088600565390666,-1.98519139e-315,0.0,0.0,0.0,-8.632804806e-315,0.0,-0.01716308661086991,-0.004088600565391151,0.09592332438833714,-0.09784157492018553,0.09592332438833559,-0.09784157492018455
85.0,0.09585774476015285,-0.09634803100997752,3.0,-0.017102878509838174,-0.003976547799134378,-0.017102878509838385,-0.003976547799134625,-0.017102878509838278,-0.003976547799134719,4.97806654e-315,0.0,0.0,0.0,-8.39093974e-316,0.0,-0.017102878509838545,-0.003976547799134689,0.09585774476015312,-0.09634803100997467,0.09585774476015285,-0.09634803100997752
85.99999999999999,0.09578935317582542,-0.09480916585413056,3.0,-0.01703920303269694,-0.003861610650521255,-0.017039203032696567,-0.003861610650521097,-0.017039203032696452,-0.003861610650520745,1.070066669e-314,0.0,0.0,0.0,2.19948368e-315,0.0,-0.01703920303269638,-0.003861610650520932,0.09578935317582316,-0.09480916585412658,0.09578935317582542,-0.09480916585413056
86.99999999999999,0.09571807262365262,-0.09323032736288882,3.0,-0.01697198815347063,-0.00374428689103609,-0.01697198815347039,-0.003744286891035973,-0.016971988153470827,-0.003744286891036295,-2.823909876e-315,0.0,0.0,0.0,-5.47704228e-315,0.0,-0.01697198815347007,-0.003744286891035769,0.09571807262365262,-0.09323032736288882,0.09571807262365348,-0.09323032736288747
88.0,0.09564382531096968,-0.09161679865355812,3.0,-0.016901162691175226,-0.0036250663509417996,-0.016901162691175267,-0.0036250663509416036,-0.016901162691175454,-0.0036250663509417576,6.984279616e-315,0.0,0.0,0.0,-1.1075430063e-314,0.0,-0.01690116269117557,-0.003625066350942107,0.09564382531096968,-0.09161679865355812,0.09564382531096936,-0.09161679865355676
89.0,0.09556653258261219,-0.08997373707425053,3.0,-0.016826655933618477,-0.0035044254542030986,-0.016826655933618463,-0.0035044254542030786,-0.016826655933618873,-0.0035044254542032694,8.208494e-315,0.0,0.0,0.0,1.882376376e-315,0.0,-0.016826655933618394,-0.0035044254542030942,0.09556653258261219,-0.08997373707425053,0.09556653258261406,-0.0899737370742465
90.0,0.09548611483887338,-0.08830612417565513,3.0,-0.016748397296472536,-0.0033828227453030326,-0.01674839729647239,-0.0033828227453029844,-0.016748397296472654,-0.0033828227453034155,5.969727774e-315,0.0,0.0,0.0,-4.59622859e-315,0.0,-0.0167483972964725,-0.0033828227453034025,0.09548611483887338,-0.08830612417565513,0.09548611483887243,-0.0883061241756503
91.0,0.09540249145271919,-0.0866187260323488,3.0,-0.0166663160146088,-0.003260695353707256,-0.016666316014609512,-0.003260695353707932,-0.016666316014609498,-0.0032606953537079376,1.256322482e-314,0.0,0.0,0.0,1.1410971307e-314,0.0,-0.016666316014609973,-0.0032606953537081015,0.09540249145271985,-0.08661872603234756,0.09540249145271919,-0.0866187260323488
92.0,0.09531558068602722,-0.08491606309834057,3.0,-0.01658034086228598,-0.0031384563219894733,-0.016580340862285624,-0.003138456321989328,-0.016580340862285443,-0.003138456321989036,-2.96213851e-315,0.0,0.0,0.0,-1.1182124e-316,0.0,-0.016580340862286,-0.0031384563219893085,0.09531558068602598,-0.08491606309834007,0.09531558068602722,-0.08491606309834057
93.0,0.0952252996044271,-0.08320238864665724,3.0,-0.016490399898649588,-0.0030164927113684216,-0.016490399898650483,-0.0030164927113689767,-0.016490399898649262,-0.0030164927113680833,7.40542557e-315,0.0,0.0,0.0,2.8786066e-316,0.0,-0.016490399898649998,-0.003016492711368747,0.09522529960442691,-0.08320238864665709,0.0952252996044271,-0.08320238864665724
94.0,0.0951315639903645,-0.08148167477612772,3.0,-0.016396420235053433,-0.0028951643922924615,-0.016396420235053544,-0.0028951643922925374,-0.016396420235053465,-0.002895164392292404,1.1766250203e-314,0.0,0.0,0.0,-7.33708526e-316,0.0,-0.01639642023505361,-0.0028951643922926176,0.09513156399036618,-0.08148167477612443,0.0951315639903645,-0.08148167477612772
95.0,0.0950342882539246,-0.0797576049547962,3.0,-0.0162983278208116,-0.002774803426403258,-0.01629832782081236,-0.002774803426403784,-0.016298327820812183,-0.002774803426403665,1.862432774e-315,0.0,0.0,0.0,1.85589227e-315,0.0,-0.016298327820812062,-0.0027748034264037445,0.09503428825392443,-0.07975760495479503,0.0950342882539246,-0.0797576049547962
96.0,0.09493338534093783,-0.07803357209616611,3.0,-0.016196047244267122,-0.002655713948648005,-0.016196047244267747,-0.0026557139486484004,-0.01619604724426771,-0.0026557139486482386,-4.62258684e-315,0.0,0.0,0.0,-4.69424696e-315,0.0,-0.01619604724426822,-0.00265571394864866,0.09493338534093783,-0.07803357209616611,0.09493338534093827,-0.07803357209616177
97.0,0.0948287666379052,-0.07631268121987977,3.0,-0.01608950154623484,-0.0025381724632568504,-0.016089501546234872,-0.0025381724632568534,-0.016089501546235254,-0.002538172463257186,1.1577117076e-314,0.0,0.0,0.0,1.160064812e-314,0.0,-0.01608950154623498,-0.0025381724632569046,0.0948287666379052,-0.07631268121987977,0.0948287666379039,-0.07631268121987336
98.0,0.09472034187323493,-0.07459775582282038,3.0,-0.01597861204320473,-0.0024224284740953952,-0.01597861204320544,-0.0024224284740959326,-0.01597861204320526,-0.0024224284740957773,5.30770961e-315,0.0,0.0,0.0,5.32893205e-315,0.0,-0.015978612043204877,-0.002422428474095472,0.09472034187323375,-0.07459775582281783,0.09472034187323493,-0.07459775582282038
99.0,0.09460801901434891,-0.07289134717228236,3.0,-0.015863298157908354,-0.0023087053776385293,-0.01586329815790882,-0.0023087053776387812,-0.015863298157908084,-0.002308705377638435,-1.3103902816e-314,0.0,0.0,0.0,-1.30960145e-314,0.0,-0.01586329815790819,-0.0023087053776383883,0.09460801901434891,-0.07289134717228236,0.09460801901434819,-0.07289134717227759
100.0,0.0944917041601013,-0.07119574582312756,3.0,-0.01574347725509315,-0.0021972015550294406,-0.01574347725509344,-0.002197201555029652,-0.015743477255092987,-0.002197201555029458,-3.870616904e-315,0.0,0.0,0.0,-3.967358267e-315,0.0,-0.01574347725509388,-0.00219720155502986,0.0944917041601013,-0.07119574582312756,0.09449170416010041,-0.07119574582312338
101.0,0.09437130142807065,-0.06951299475195141,3.0,-0.01561906448059223,-0.0020880916079576485,-0.015619064480592047,-0.002088091607957679,-0.01561906448059258,-0.002088091607957921,9.74750445e-315,0.0,0.0,0.0,9.791870543e-315,0.0,-0.015619064480592389,-0.002088091607957751,0.09437130142807185,-0.06951299475194878,0.09437130142807065,-0.06951299475195141
101.99999999999999,0.09424671283622033,-0.06784490358866244,3.0,-0.015489972601948548,-0.0019815276910441454,-0.015489972601949455,-0.0019815276910447243,-0.015489972601948843,-0.001981527691044426,1.4254980495e-314,0.0,0.0,0.0,1.4244299695e-314,0.0,-0.015489972601949112,-0.0019815276910445457,0.09424671283622185,-0.06784490358865737,0.09424671283622033,-0.06784490358866244
102.99999999999999,0.0941178381783691,-0.06619306350823134,3.0,-0.015356111849036912,-0.0018776409009148396,-0.015356111849037108,-0.0018776409009149582,-0.01535611184903722,-0.0018776409009150141,4.475938386e-315,0.0,0.0,0.0,4.562460343e-315,0.0,-0.015356111849036722,-0.0018776409009148014,0.09411783817836775,-0.06619306350822785,0.0941178381783691,-0.06619306350823134
104.0,0.09398457489299972,-0.06455886242092164,3.0,-0.015217389753252392,-0.0017765426890008966,-0.015217389753250925,-0.001776542689000293,-0.015217389753252026,-0.0017765426890007379,-1.101340994e-314,0.0,0.0,0.0,-1.1283776266e-314,0.0,-0.015217389753251275,-0.0017765426890003612,0.09398457489299972,-0.06455886242092164,0.09398457489299855,-0.06455886242091774
105.0,0.09384681792481485,-0.0629435001668207,3.0,-0.015073710983969603,-0.0016783262712854767,-0.015073710983968959,-0.0016783262712852139,-0.015073710983969544,-0.0016783262712854613,-1.47590003e-314,0.0,0.0,0.0,-1.4025076004e-314,0.0,-0.015073710983968622,-0.0016783262712850864,0.09384681792481485,-0.0629435001668207,0.09384681792481238,-0.06294350016681548
106.0,0.09370445957848891,-0.061348003480792335,3.0,-0.014924977181056677,-0.0015830680136685081,-0.01492497718105641,-0.0015830680136685298,-0.014924977181056877,-0.0015830680136686285,-6.88803164e-315,0.0,0.0,0.0,-8.45395682e-315,0.0,-0.014924977181056915,-0.0015830680136686393,0.0937044595784856,-0.06134800348078943,0.09370445957848891,-0.061348003480792335
107.0,0.09355738936398096,-0.05977324054584314,3.0,-0.014771086782282127,-0.0014908287763675354,-0.014771086782282216,-0.0014908287763675942,-0.0147710867822822,-0.0014908287763676028,1.706898632e-314,0.0,0.0,0.0,2.082268719e-314,0.0,-0.014771086782283225,-0.001490828776367947,0.09355738936398096,-0.05977324054584314,0.09355738936397909,-0.05977324054584057
108.0,0.09340549383278329,-0.05821993499788789,3.0,-0.014611934844521864,-0.001401655204861661,-0.01461193484452228,-0.0014016552048618583,-0.014611934844522199,-0.0014016552048617742,3.63674589e-315,0.0,0.0,0.0,-5.763835624e-315,0.0,-0.014611934844522058,-0.0014016552048617028,0.09340549383278156,-0.05821993499788363,0.09340549383278329,-0.05821993499788789
109.0,0.09324865640436045,-0.056688679282742196,3.0,-0.014447412857683617,-0.0013155809583334686,-0.014447412857684153,-0.0013155809583336167,-0.014447412857684486,-0.0013155809583336629,-8.85525378e-315,0.0,0.0,0.0,1.4325237074e-314,0.0,-0.014447412857684926,-0.0013155809583338565,0.09324865640436045,-0.056688679282742196,0.09324865640435812,-0.05668867928274037
110.0,0.09308675718207139,-0.05517994729783136,3.0,-0.014277408550271771,-0.0012326278694474563,-0.014277408550271388,-0.0012326278694472317,-0.014277408550271098,-0.0012326278694472232,2.1670512286e-314,0.0,0.0,0.0,1.2866508576e-314,0.0,-0.014277408550271821,-0.0012326278694473542,0.09308675718207139,-0.05517994729783136,0.09308675718207164,-0.055179947297830365
111.0,0.09291967275772695,-0.05369410627736963,3.0,-0.01410180568548925,-0.0011528070316738658,-0.014101805685488475,-0.0011528070316736392,-0.014101805685489294,-0.0011528070316739268,-3.73496535e-315,0.0,0.0,0.0,1.795147603e-314,0.0,-0.01410180568548913,-0.0011528070316737785,0.09291967275772588,-0.053694106277368495,0.09291967275772695,-0.05369410627736963
112.0,0.0927472760038607,-0.05223142790066906,3.0,-0.013920483846776532,-0.0010761198123081896,-0.013920483846776422,-0.0010761198123082983,-0.013920483846776133,-0.0010761198123080981,9.050141054e-315,0.0,0.0,0.0,6.484993944e-315,0.0,-0.01392048384677683,-0.0010761198123083533,0.09274727600386162,-0.05223142790066682,0.0927472760038607,-0.05223142790066906
113.0,0.09256943585278475,-0.05079209862050437,3.0,-0.01373331821159318,-0.0010025587908537973,-0.01373331821159284,-0.0010025587908536993,-0.01373331821159318,-0.0010025587908537579,-2.2319453816e-314,0.0,0.0,0.0,-1.595749517e-314,0.0,-0.013733318211593553,-0.001002558790853832,0.09256943585278475,-0.05079209862050437,0.09256943585278235,-0.050792098620502366
114.0,0.0923860170612775,-0.04937622922143144,3.0,-0.013540179312199491,-0.0009321086236503596,-0.013540179312199594,-0.0009321086236503904,-0.013540179312199016,-0.0009321086236502447,1.37995366e-315,0.0,0.0,0.0,-1.4488931373e-314,0.0,-0.013540179312199217,-0.0009321086236502677,0.092386017061277,-0.04937622922143105,0.0923860170612775,-0.04937622922143144
