T_MeV,stable_sigma_GeV3,stable_free_energy,candidate_count,sigma_branch1_GeV3,free_energy_branch1,sigma_branch2_GeV3,free_energy_branch2,sigma_branch3_GeV3,free_energy_branch3,sigma_branch4_GeV3,free_energy_branch4,sigma_branch5_GeV3,free_energy_branch5,sigma_branch6_GeV3,free_energy_branch6,sigma_branch7_GeV3,free_energy_branch7,sigma_branch8_GeV3,free_energy_branch8,sigma_branch9_GeV3,free_energy_branch9
115.0,0.09219687995980058,-0.04798386362834783,3.0,-0.01334093278213136,-0.000864746836550663,-0.01334093278213145,-0.0008647468365506766,-0.01334093278213169,-0.0008647468365507241,-3.475058353e-315,0.0,0.0,0.0,-1.9341613396e-314,0.0,-0.013340932782131951,-0.0008647468365507549,0.09219687995980333,-0.047983863628346626,0.09219687995980058,-0.04798386362834783
116.0,0.09200188018484387,-0.046614986992982325,3.0,-0.013135439086914032,-0.0008004445481151938,-0.013135439086914481,-0.0008004445481152456,-0.013135439086913857,-0.0008004445481151006,8.753291107e-315,0.0,0.0,0.0,-8.99518916e-315,0.0,-0.01313543908691457,-0.0008004445481152662,0.0920018801848421,-0.04661498699298143,0.09200188018484387,-0.046614986992982325
117.0,0.09180086839298898,-0.04526953309149088,3.0,-0.012923553237471973,-0.0007391671262900676,-0.01292355323747152,-0.0007391671262899928,-0.012923553237472367,-0.000739167126290206,-2.1541367627e-314,0.0,0.0,0.0,2.2031967007e-314,0.0,-0.012923553237472152,-0.0007391671262901204,0.09180086839298898,-0.04526953309149088,0.09180086839298894,-0.0452695330914893
117.99999999999999,0.09159368995508904,-0.043947391069976256,3.0,-0.012705124484536139,-0.000680874781844354,-0.012705124484535847,-0.0006808747818442752,-0.012705124484535616,-0.0006808747818442166,-6.343884907e-315,0.0,0.0,0.0,5.275180847e-315,0.0,-0.012705124484534524,-0.0006808747818440349,0.09159368995508863,-0.04394739106997407,0.09159368995508904,-0.043947391069976256
118.99999999999999,0.09138018462874987,-0.04264841157688045,3.0,-0.012479995992178743,-0.0006255231020308291,-0.012479995992179256,-0.0006255231020308927,-0.012479995992178064,-0.0006255231020306662,1.5360372107e-314,0.0,0.0,0.0,-1.2874248273e-314,0.0,-0.012479995992178397,-0.0006255231020307723,0.09138018462874987,-0.04264841157688045,0.09138018462874867,-0.04264841157687845
120.0,0.09116018620712654,-0.04137241232233611,3.0,-0.012248004488423591,-0.0005730635280195845,-0.012248004488423721,-0.0005730635280196421,-0.012248004488423196,-0.0005730635280195494,2.4802237885e-314,0.0,0.0,0.0,-3.083092364e-314,0.0,-0.012248004488423492,-0.0005730635280195935,0.09116018620712654,-0.04137241232233611,0.0911601862071241,-0.04137241232233298
121.0,0.09093352214181782,-0.040119183104655926,3.0,-0.012008979890644308,-0.0005234437796431753,-0.012008979890644316,-0.0005234437796432024,-0.012008979890644943,-0.0005234437796432944,3.42097235e-315,0.0,0.0,0.0,1.1469317594e-314,0.0,-0.012008979890644275,-0.0005234437796432322,0.09093352214181709,-0.0401191831046557,0.09093352214181782,-0.040119183104655926
122.0,0.09070001313739448,-0.038888490343665094,3.0,-0.011762744903230708,-0.00047660823093150515,-0.011762744903231374,-0.00047660823093157746,-0.011762744903231051,-0.00047660823093156895,-8.34628885e-315,0.0,0.0,0.0,-2.8184883665e-314,0.0,-0.01176274490323025,-0.00047660823093142286,0.09070001313739448,-0.038888490343665094,0.09070001313739354,-0.038888490343662215
123.0,0.09045947271476827,-0.03768008115947028,3.0,-0.011509114584695746,-0.000432498239791115,-0.011509114584695524,-0.0004324982397910982,-0.011509114584696606,-0.00043249823979121663,2.0312560215e-314,0.0,0.0,0.0,1.905035857e-315,0.0,-0.011509114584696082,-0.0004324982397911772,0.0904594727147693,-0.03768008115946861,0.09045947271476827,-0.03768008115947028
124.0,0.09021170674029537,-0.03649368703387654,3.0,-0.011247895881084515,-0.0003910524350312163,-0.011247895881085346,-0.0003910524350313085,-0.011247895881084023,-0.00039105243503116,1.899079108e-314,0.0,0.0,0.0,-4.67001951e-315,0.0,-0.011247895881084413,-0.0003910524350312173,0.09021170674029459,-0.03649368703387638,0.09021170674029537,-0.03649368703387654
125.0,0.0899565129171595,-0.03532902708989151,3.0,-0.010978887122144726,-0.0003522069637523971,-0.010978887122143292,-0.00035220696375221706,-0.010978887122143588,-0.00035220696375225805,2.4164662943e-314,0.0,0.0,0.0,1.156809476e-314,0.0,-0.010978887122143684,-0.0003522069637522845,0.0899565129171595,-0.03532902708989151,0.08995651291715927,-0.03532902708989075
126.0,0.08969368023507321,-0.03418581102294142,3.0,-0.010701877476315185,-0.0003158957019161474,-0.010701877476313786,-0.0003158957019160062,-0.010701877476313893,-0.0003158957019160222,1.333538549e-314,0.0,0.0,0.0,-2.879202947e-314,0.0,-0.010701877476314807,-0.0003158957019161112,0.08969368023507321,-0.03418581102294142,0.08969368023507307,-0.03418581102293809
127.0,0.08942298837390686,-0.03306374171540745,3.0,-0.010416646360074383,-0.000282050430696494,-0.01041664636007385,-0.00028205043069645083,-0.010416646360074826,-0.0002820504306965262,-3.2864510767e-314,0.0,0.0,0.0,-3.01652049e-315,0.0,-0.010416646360074371,-0.00028205043069650835,0.08942298837390317,-0.033063741715402696,0.08942298837390686,-0.03306374171540745
128.0,0.08914420705621119,-0.03196251756410828,3.0,-0.010122962796617611,-0.00025060098099164243,-0.01012296279661606,-0.00025060098099151124,-0.010122962796616784,-0.00025060098099157315,4.610990766e-315,0.0,0.0,0.0,7.009255865e-315,0.0,-0.010122962796617278,-0.0002506009809915978,0.08914420705620821,-0.031962517564104995,0.08914420705621119,-0.03196251756410828
129.0,0.08885709534305838,-0.030881834548297748,3.0,-0.009820584718177778,-0.00022147534824828622,-0.009820584718176328,-0.00022147534824819173,-0.009820584718177256,-0.00022147534824826137,-1.119076741e-314,0.0,0.0,0.0,-1.6892662617e-314,0.0,-0.009820584718177393,-0.00022147534824826077,0.08885709534306042,-0.030881834548297425,0.08885709534305838,-0.030881834548297748
130.0,0.08856140086666384,-0.029821388063793777,3.0,-0.009509258205556531,-0.0001945997795232258,-0.009509258205556387,-0.0001945997795232147,-0.009509258205557425,-0.00019459977952328023,2.758825358e-314,0.0,0.0,0.0,-3.820855253e-314,0.0,-0.009509258205556533,-0.00019459977952322337,0.08856140086666288,-0.029821388063792746,0.08856140086666384,-0.029821388063793777
131.0,0.08825685899260839,-0.028780874547018363,3.0,-0.00918871665753436,-0.00016989883447559684,-0.009188716657533505,-0.0001698988344755432,-0.00918871665753617,-0.00016989883447570949,1.3662984294e-314,0.0,0.0,0.0,1.238165684e-314,0.0,-0.009188716657534485,-0.0001698988344756135,0.08825685899260839,-0.028780874547018363,0.0882568589926072,-0.02878087454701605
132.0,0.0879431919032454,-0.02775999291076002,3.0,-0.008858679881784652,-0.00014729542175521545,-0.008858679881785965,-0.00014729542175529473,-0.008858679881784891,-0.00014729542175522607,-3.3895399497e-314,0.0,0.0,0.0,-3.061771522e-314,0.0,-0.008858679881784641,-0.00014729542175521452,0.0879431919032454,-0.02775999291076002,0.08794319190324276,-0.0277599929107596
133.0,0.08762010759282565,-0.026758445811942637,3.0,-0.008518853097778738,-0.00012671081202630062,-0.008518853097778676,-0.00012671081202630407,-0.008518853097779553,-0.00012671081202634158,-1.558995633e-315,0.0,0.0,0.0,-9.88656279e-315,0.0,-0.008518853097779415,-0.00012671081202633562,0.08762010759282664,-0.026758445811942158,0.08762010759282565,-0.026758445811942637
134.0,0.08728729876334906,-0.025775940769883852,3.0,-0.008168925840703526,-0.00010806462863485492,-0.008168925840703993,-0.00010806462863488247,-0.008168925840705504,-0.00010806462863494702,3.322521425e-315,0.0,0.0,0.0,2.4334930143e-314,0.0,-0.008168925840704373,-0.00010806462863489921,0.08728729876334906,-0.025775940769883852,0.0872872987633477,-0.025775940769883435
135.0,0.08694444160863568,-0.024812191152221722,3.0,-0.007808570753813289,-9.127481669985619e-5,-0.007808570753812338,-9.12748166998287e-5,-0.007808570753813314,-9.127481669986074e-5,-8.30879782e-315,0.0,0.0,0.0,2.959198965e-314,0.0,-0.007808570753812994,-9.127481669985299e-5,0.08694444160863207,-0.024812191152218752,0.08694444160863568,-0.024812191152221722
136.0,0.08659119447205889,-0.02386691704413685,3.0,-0.007437442254677893,-7.625759117493537e-5,-0.007437442254675052,-7.625759117483113e-5,-0.007437442254675196,-7.625759117484212e-5,2.044439057e-314,0.0,0.0,0.0,1.836888358e-314,0.0,-0.007437442254676916,-7.625759117489997e-5,0.08659119447205983,-0.023866917044135096,0.08659119447205889,-0.02386691704413685
137.0,0.08622719636119569,-0.02293984601540425,3.0,-0.007055175058535511,-6.29273641900814e-5,-0.007055175058534828,-6.292736419006185e-5,-0.007055175058535159,-6.292736419007509e-5,4.300785126e-314,0.0,0.0,0.0,-4.5399052124e-314,0.0,-0.00705517505853308,-6.292736419001003e-5,0.08622719636119437,-0.022939846015402523,0.08622719636119569,-0.02293984601540425
138.0,0.085852065299789,-0.022030713798541806,3.0,-0.006661382539218334,-5.119665173463499e-5,-0.006661382539217325,-5.119665173460912e-5,-0.0066613825392182096,-5.119665173463487e-5,-1.010196255e-314,0.0,0.0,0.0,1.5993884955e-314,0.0,-0.006661382539219021,-5.119665173465636e-5,0.085852065299789,-0.022030713798541806,0.08585206529978533,-0.02203071379854018
139.0,0.08546539649434852,-0.021139264890372787,3.0,-0.006255654904902462,-4.0975959484121766e-5,-0.006255654904900122,-4.0975959484069134e-5,-0.006255654904900569,-4.0975959484079644e-5,2.474997543e-314,0.0,0.0,0.0,-3.8892008623e-314,0.0,-0.006255654904900006,-4.097595948407034e-5,0.08546539649434769,-0.02113926489037136,0.08546539649434852,-0.021139264890372787
140.0,0.08506676028874055,-0.020265253088462682,3.0,-0.005837557162123897,-3.2173647298522574e-5,-0.0058375571621216305,-3.2173647298483245e-5,-0.00583755716212198,-3.217364729848853e-5,3.9105525974e-314,0.0,0.0,0.0,-4.45804214e-315,0.0,-0.005837557162123553,-3.21736472985199e-5,0.08506676028874055,-0.020265253088462682,0.08506676028873895,-0.020265253088460895
140.99999999999997,0.08465569987541141,-0.01940844197302864,3.0,-0.005406626836980596,-2.469577162142469e-5,-0.005406626836981506,-2.469577162143956e-5,-0.005406626836979924,-2.469577162141445e-5,5.0909918e-315,0.0,0.0,0.0,1.085512472e-314,0.0,-0.005406626836980578,-2.4695771621425453e-5,0.08465569987541141,-0.01940844197302864,0.08465569987540958,-0.01940844197302723
141.99999999999997,0.08423172872637495,-0.018568605344308545,3.0,-0.004962371417153849,-1.8445904682047307e-5,-0.004962371417154034,-1.8445904682048327e-5,-0.004962371417154864,-1.8445904682059376e-5,-1.1957703397e-314,0.0,0.0,0.0,-2.6379106743e-314,0.0,-0.004962371417154738,-1.8445904682055845e-5,0.08423172872637531,-0.018568605344307522,0.08423172872637495,-0.018568605344308545
142.99999999999997,0.08379432770018169,-0.01774552762490625,3.0,-0.004504265472731904,-1.332492904051922e-5,-0.004504265472729706,-1.3324929040498428e-5,-0.004504265472729797,-1.3324929040498054e-5,2.897779766e-314,0.0,0.0,0.0,-4.1081220456e-314,0.0,-0.004504265472729524,-1.3324929040496233e-5,0.08379432770018169,-0.01774552762490625,0.08379432770017901,-0.0177455276249053
144.0,0.08334294177269365,-0.016939004236096417,3.0,-0.0040317474094725405,-9.230805610284521e-6,-0.004031747409473814,-9.230805610293715e-6,-0.004031747409474473,-9.230805610299668e-6,3.702645636e-314,0.0,0.0,0.0,-7.30071446e-315,0.0,-0.004031747409472243,-9.230805610282927e-6,0.08334294177269096,-0.01693900423609372,0.08334294177269365,-0.016939004236096417
145.0,0.08287697632940907,-0.016148841956958,3.0,-0.0035442158131738996,-6.058312836662277e-6,-0.003544215813172956,-6.058312836657986e-6,-0.0035442158131732695,-6.058312836659062e-6,1.9587170465e-314,0.0,0.0,0.0,1.7422552607e-314,0.0,-0.0035442158131719368,-6.058312836651867e-6,0.08287697632940642,-0.016148841956956386,0.08287697632940907,-0.016148841956958
146.0,0.08239579294421825,-0.015374859274960611,3.0,-0.003041024267620573,-3.6987500076106816e-6,-0.0030410242676177967,-3.6987500075997574e-6,-0.003041024267619402,-3.6987500076062584e-6,-4.7984875446e-314,0.0,0.0,0.0,-4.2639477076e-314,0.0,-0.0030410242676183795,-3.6987500076019597e-6,0.08239579294421448,-0.015374859274958578,0.08239579294421825,-0.015374859274960611
147.0,0.08189870455391388,-0.014616886736720923,3.0,-0.0025214793443640235,-2.0396221306849557e-6,-0.0025214793443640937,-2.0396221306851518e-6,-0.002521479344365475,-2.0396221306881337e-6,2.64075381e-315,0.0,0.0,0.0,-1.0686700956e-314,0.0,-0.0025214793443632554,-2.039622130682548e-6,0.08189870455391125,-0.014616886736720363,0.08189870455391388,-0.014616886736720923
148.0,0.08138496991813875,-0.01387476730789852,3.0,-0.0019848316704677857,-9.64255661204789e-7,-0.0019848316704684683,-9.642556612057852e-7,-0.0019848316704704962,-9.64255661208989e-7,-6.742804043e-315,0.0,0.0,0.0,2.6702032476e-314,0.0,-0.001984831670467711,-9.642556612047412e-7,0.08138496991813875,-0.01387476730789852,0.0813849699181364,-0.013874767307897874
149.0,0.08085378722958912,-0.013148356751522853,3.0,-0.001430271476996994,-3.5139577597892123e-7,-0.0014302714769968813,-3.513957759789145e-7,-0.0014302714769944712,-3.5139577597700646e-7,1.717006214e-314,0.0,0.0,0.0,5.454528102e-314,0.0,-0.0014302714769950427,-3.5139577597753776e-7,0.08085378722958912,-0.013148356751522853,0.08085378722958929,-0.013148356751522355
150.0,0.08030428670813311,-0.012437524034840464,3.0,-0.0008569213671143573,-7.474054419505195e-8,-0.0008569213671136048,-7.474054419483993e-8,-0.000856921367115179,-7.47405441952683e-8,-4.2935990203e-314,0.0,0.0,0.0,-1.206840451e-314,0.0,-0.0008569213671131029,-7.474054419471443e-8,0.08030428670813006,-0.012437524034837718,0.08030428670813311,-0.012437524034840464
151.0,0.07973552197217804,-0.011742151775630502,3.0,-0.00026382742047704105,-2.4175378089741966e-9,-0.00026382742047574055,-2.4175378089405813e-9,-0.0002638274204740445,-2.4175378088962047e-9,-2.0592076135e-314,0.0,0.0,0.0,3.1187929664e-314,0.0,-0.00026382742047588876,-2.4175378089453496e-9,0.07973552197217804,-0.011742151775630502,0.0797355219721762,-0.011742151775629974
152.0,0.07914645992914958,-0.011062136740344931,2.0,-5.715776122726678e-10,-2.131263096631326e-21,-5.715776118640875e-10,-2.131263086567075e-21,-5.715776131512551e-10,-2.131263075613645e-21,4.947619889e-314,0.0,0.0,0.0,4.798809653e-314,0.0,-5.715776121865278e-10,-2.1312630815257737e-21,0.07914645992915022,-0.011062136740343679,0.07914645992914958,-0.011062136740344931
153.0,0.07853596885949685,-0.010397390408179453,2.0,-3.4432783144402893e-16,-7.712680426556364e-34,-3.4432778302758324e-16,-7.712685757770006e-34,-3.443278832030326e-16,-7.71274056775343e-34,9.06000725e-315,0.0,0.0,0.0,1.374110477e-314,0.0,-3.443283382973643e-16,-7.712688868599763e-34,0.07853596885949028,-0.010397390408175956,0.07853596885949685,-0.010397390408179453
154.0,0.07790280428035068,-0.00974783961758652,2.0,2.6411330149042684e-27,-1.5517284689142836e-56,2.4365406318010078e-27,-2.043746566887572e-56,2.879068932759793e-27,-3.443321756253469e-56,-2.1257501854e-314,0.0,0.0,0.0,-3.4044967017e-314,0.0,2.5648910772432555e-27,-2.609161353900265e-56,0.07790280428034735,-0.00974783961758382,0.07790280428035068,-0.00974783961758652
155.0,0.07724559205771703,-0.00911342731488112,2.0,-1.645311026492961e-39,3.536890578897524e-81,1.6358111182787e-39,-1.1119578644741759e-80,-2.612474758921757e-40,-2.634481933429244e-80,5.084759713e-314,0.0,0.0,0.0,-5.143546462e-314,0.0,1.2258535407248244e-39,1.627012585559126e-79,0.07724559205771074,-0.009113427314877801,0.07724559205771703,-0.00911342731488112
156.0,0.07656280807838566,-0.00849411342872663,2.0,7.158539609614291e-52,-1.6891433518890954e-104,-2.1502721676394653e-51,-2.4143702260129486e-103,-4.285637769125452e-53,-4.816625847864751e-106,1.381724827e-314,0.0,0.0,0.0,-1.203180023e-314,0.0,-1.691725865622762e-51,-5.0352486468394254e-104,0.07656280807838167,-0.008494113428723787,0.07656280807838566,-0.00849411342872663
157.0,0.07585275357879533,-0.007889875899816693,2.0,4.51971515082589e-64,3.4673448355675387e-128,-1.8942600468819277e-63,8.959995118773844e-128,-8.112774839113836e-65,5.604047736473013e-131,-3.429484981e-314,0.0,0.0,0.0,2.8957173017e-314,0.0,-2.4077926578340012e-63,-6.679124084984329e-128,0.07585275357879533,-0.007889875899816693,0.07585275357879516,-0.007889875899815628
158.0,0.07511352493316424,-0.007300711902447237,2.0,1.303350841857301e-75,-1.1804023772328918e-152,-5.539204683644622e-75,-1.8448961984438617e-151,-2.070286849074404e-76,-3.1454067085334435e-154,-5.883433799e-314,0.0,0.0,0.0,-6.9827875303e-314,0.0,-5.273672243619188e-75,-4.047579629975341e-151,0.07511352493316424,-0.007300711902447237,0.0751135249331632,-0.007300711902445657
159.0,0.07434297629068679,-0.006726639304424719,2.0,4.960078393906575e-88,-2.5601871057737362e-176,-4.792763453524525e-87,2.023997678841841e-175,-1.4899800235232142e-88,-9.954690013605286e-178,-1.91531314e-315,0.0,0.0,0.0,2.502089387e-314,0.0,-5.1738097371042905e-87,-8.299706740355808e-175,0.07434297629068358,-0.006726639304423854,0.07434297629068679,-0.006726639304424719
160.0,0.07353867286665074,-0.006167698425475178,2.0,2.3790657882197595e-100,1.327683352236802e-201,-3.101226362567676e-99,5.057085606265835e-199,2.1602292505385726e-101,5.321088564283034e-203,5.105075873e-315,0.0,0.0,0.0,-6.065969329e-314,0.0,1.5376080384730704e-99,3.737783803251625e-200,0.07353867286665074,-0.006167698425475178,0.07353867286664843,-0.0061676984254741074
