T_MeV,sigma_scheme_A_mq7_GeV3,sigma_scheme_B_mq7_GeV3,sigma_scheme_C_mq7_GeV3
225.0,0.00048104751334921157,0.00027429128577154447,0.00012629573560058547
226.0,0.00047245484637286684,0.00026941038048177335,0.00012356409806130712
227.0,0.00046404089849287167,0.0002646000633275821,0.00012085642572582083
228.0,0.0004557987895241687,0.00025985816887615743,0.00011817210286266024
229.0,0.00044772196686240014,0.0002551825731025987,0.00011551054598904468
230.0,0.00043980424217949675,0.00025057126594276564,0.00011287119988410159
231.0,0.00043203970117825267,0.00024602232791857314,0.00011025350817650638
232.0,0.00042442276736195873,0.00024153389219556097,0.00010765695519927702
233.0,0.00041694809473962375,0.00023710417890485225,0.00010508102358744654
234.0,0.0004096106017241843,0.0002327314544191873,0.00010252520033287213
234.99999999999997,0.0004024054659379314,0.00022841408924538064,9.99890117989394e-5
235.99999999999997,0.0003953280626079263,0.0002241505026749394,9.747198942422459e-5
236.99999999999997,0.0003883740068040353,0.00021993914240038364,9.49736699265912e-5
237.99999999999997,0.00038153908568502735,0.00021577856135473523,9.249363746182119e-5
238.99999999999997,0.00037481929344468893,0.00021166734909547336,9.003144458727129e-5
240.0,0.0003682108456893937,0.00020760413322195724,8.758669057893899e-5
241.0,0.00036171002451090216,0.00020358757679171736,8.515894018121321e-5
242.0,0.00035531338107965346,0.00019961645262073414,8.274783372407797e-5
243.0,0.0003490175331659087,0.0001956895351186614,8.035298559986356e-5
244.0,0.00034281930594902063,0.00019180561171431353,7.797403234151993e-5
245.0,0.0003367155721728922,0.0001879635723451828,7.561057321777842e-5
246.0,0.00033070346465080417,0.00018416233371039965,7.326231120537632e-5
247.0,0.0003247801232691289,0.00018040080538609822,7.09288592889189e-5
248.0,0.0003189428376846903,0.00017667797489560928,6.86099292476069e-5
249.0,0.0003131890309518788,0.0001729928536903863,6.63051737939296e-5
250.0,0.00030751621088287364,0.00016934447223738896,6.401429996902008e-5
251.0,0.00030192196563280286,0.000165731937102443,6.17369710861285e-5
252.0,0.00029640401648608366,0.00016215432886864992,5.947292293013855e-5
253.0,0.00029096016467289895,0.00015861078860798306,5.72218412497401e-5
254.0,0.0002855882430034957,0.00015510048566973203,5.4983482671847354e-5
255.0,0.0002802862503390457,0.00015162260889704877,5.2757523201502525e-5
256.0,0.0002750521819673929,0.00014817635998613273,5.0543739812142334e-5
257.0,0.0002698841879460671,0.00014476096656334525,4.834183543229225e-5
258.0,0.00026478039402446697,0.00014137571029465418,4.6151581949597424e-5
259.0,0.00025973909530925304,0.0001380199118022159,4.3972746174977836e-5
260.0,0.0002547585503929329,0.00013469281777518376,4.180503932638887e-5
261.0,0.00024983713998888814,0.00013139378401761425,3.964826254754646e-5
262.0,0.00024497331795980605,0.000128122188988349,3.750219337508395e-5
263.0,0.00024016553561694308,0.00012487735054100474,3.536658659842826e-5
264.0,0.0002354123419650934,0.00012165868584476384,3.324124704424553e-5
265.0,0.00023071230596422867,0.00011846556313388846,3.112589659084909e-5
266.0,0.00022606405313537118,0.00011529747085160901,2.902042212617648e-5
267.0,0.00022146630056754448,0.00011215379766902196,2.6924563633772e-5
268.0,0.0002169177477195036,0.00010903402090193775,2.4838167001392612e-5
269.0,0.00021241714728627856,0.00010593760377026333,2.276096470135799e-5
270.0,0.0002079633274873286,0.00010286402527412854,2.0692844507900457e-5
271.0,0.00020355512808432603,9.981277034631592e-5,1.8633559607918235e-5
272.0,0.0001991914302901892,9.678342253271406e-5,1.6582985517241793e-5
273.0,0.0001948711559762753,9.377543944633805e-5,1.454093072259619e-5
274.0,0.00019059325706240847,9.078839384549296e-5,1.2507200252613083e-5
275.0,0.00018635673006461045,8.78218220516421e-5,1.04816415579806e-5
276.0,0.0001821605759960867,8.487530604246421e-5,8.464107293415526e-6
277.0,0.0001780038528864554,8.194840615433718e-5,6.454404323338533e-6
278.0,0.00017388564039349152,7.904073708389736e-5,4.452417851869497e-6
279.0,0.00016980504375535346,7.615184414628538e-5,2.457934839080067e-6
280.0,0.00016576120602008188,7.328139046587943e-5,4.7083952580852516e-7
281.0,0.00016175327038551817,7.042898542919134e-5,-1.5089976090278201e-6
281.99999999999994,0.0001577804207762079,6.759426033535428e-5,-3.4817188709955387e-6
282.99999999999994,0.00015384191156566707,6.477683687082579e-5,-5.447518786009627e-6
283.99999999999994,0.0001499368953419868,6.197634384515456e-5,-7.4064720417137555e-6
284.99999999999994,0.00014606470611211025,5.919249200215213e-5,-9.35874795507195e-6
285.99999999999994,0.00014222456790940685,5.642494977952731e-5,-1.130448104893347e-5
286.99999999999994,0.00013841577609258887,5.367329748654859e-5,-1.3243796975668647e-5
288.0,0.00013463769489790975,5.093733931625398e-5,-1.5176767266694681e-5
289.0,0.00013088964275561585,4.821667930228751e-5,-1.710359104761361e-5
290.0,0.00012717094531644038,4.551103394135451e-5,-1.9024388092495867e-5
291.0,0.00012348099549903377,4.282012799273828e-5,-2.093920256637128e-5
292.0,0.00011981918236919684,4.014368387085242e-5,-2.2848216237596407e-5
293.0,0.00011618492544093731,3.7481380391714596e-5,-2.4751533528983303e-5
294.0,0.000112577635457266,3.483297281184517e-5,-2.6649236873799823e-5
295.0,0.00010899674271692171,3.219817444716543e-5,-2.854148404151283e-5
296.0,0.00010544171993325272,2.957676324906417e-5,-3.0428323211731743e-5
297.0,0.00010191200703277142,2.6968402358719435e-5,-3.230989900220444e-5
298.0,9.840712404401677e-5,2.4372944397494434e-5,-3.418631487002063e-5
299.0,9.492652877064292e-5,2.1790053374570364e-5,-3.6057661139873944e-5
300.0,9.146980258608424e-5,1.921955259339341e-5,-3.7924014851202324e-5
